time_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw
73350,-1.26,0.08,-0.26,-0.08,-0.11,0.04
73351,-1.26,-0.02,-0.05,0.03,-0.00,-0.07
73352,-1.16,-0.23,0.16,0.03,-0.11,-0.07
73353,-1.36,-0.02,-0.16,0.03,-0.00,-0.17
73354,-1.05,-0.13,-0.16,-0.08,-0.11,0.04
73355,-1.16,-0.02,0.16,-0.08,-0.11,-0.07
73356,-1.26,-0.02,-0.16,0.03,-0.00,-0.07
73357,-1.16,-0.13,-0.16,0.03,-0.11,-0.07
73358,-1.26,-0.13,0.16,0.13,-0.11,0.04
73359,-1.26,0.08,-0.05,0.03,-0.00,-0.17
73360,-1.16,-0.13,-0.16,-0.08,0.10,-0.07
73361,-1.26,-0.02,-0.05,0.03,-0.00,-0.07
73362,-1.26,0.19,-0.05,0.03,-0.11,0.04
73363,-1.16,-0.13,-0.26,0.03,-0.11,0.04
73364,-1.26,-0.23,0.16,0.03,-0.00,-0.07
73365,-1.05,0.08,-0.05,0.03,-0.00,-0.07
73366,-1.26,-0.13,-0.26,0.03,-0.11,0.04
73367,-1.36,-0.13,0.05,0.03,-0.11,0.04
73368,-1.05,0.08,-0.05,-0.08,-0.21,-0.07
73369,-1.36,0.08,-0.26,0.03,-0.21,0.04
73370,-1.47,-0.02,0.05,0.03,-0.11,-0.07
73371,-1.05,-0.02,-0.05,0.03,-0.21,-0.07
73372,-1.26,-0.02,-0.16,0.03,-0.11,0.04
73373,-1.36,0.08,0.16,-0.08,-0.21,-0.07
73374,-1.05,-0.13,-0.05,-0.08,-0.00,-0.07
73375,-1.36,-0.13,-0.36,0.03,-0.11,-0.07
73376,-1.36,0.08,0.26,0.03,-0.11,-0.07
73377,-0.95,-0.02,0.05,0.03,-0.11,-0.07
73378,-1.47,-0.13,-0.26,0.13,-0.11,-0.07
73379,-1.16,-0.02,-0.05,0.03,-0.11,-0.17
73380,-0.95,0.08,0.05,0.03,-0.21,-0.17
73381,-1.68,-0.02,-0.26,0.13,-0.11,0.04
73382,-1.36,0.08,-0.05,0.03,-0.11,0.04
73383,-1.05,-0.23,-0.05,0.03,-0.21,-0.07
73384,-1.47,0.08,-0.26,0.03,-0.00,0.04
73385,-1.05,0.08,-0.16,0.03,-0.00,-0.07
73386,-1.16,-0.13,-0.05,0.03,-0.11,0.04
73387,-1.36,0.08,-0.26,0.13,-0.11,-0.07
73388,-1.05,0.29,-0.05,0.03,-0.00,-0.17
73389,-1.36,-0.23,-0.05,-0.18,-0.00,-0.07
73390,-1.36,0.08,-0.16,-0.08,-0.00,-0.17
73391,-0.95,0.08,-0.16,0.03,-0.00,-0.07
73392,-1.36,-0.02,0.16,-0.08,-0.11,0.04
73393,-1.36,-0.02,-0.05,0.03,-0.11,-0.17
73394,-1.05,-0.02,-0.36,0.13,0.10,0.04
73395,-1.47,-0.23,-0.05,0.03,-0.11,0.04
73396,-1.26,-0.02,-0.16,-0.08,-0.11,-0.07
73397,-1.16,-0.02,-0.26,0.03,-0.00,0.04
73398,-1.26,-0.23,0.16,0.13,-0.11,0.04
73399,-1.36,-0.13,-0.26,0.03,-0.11,-0.07
73400,-1.05,0.29,-0.16,0.13,0.10,-0.07
73401,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
73402,-1.36,-0.13,-0.16,0.13,-0.00,0.04
73403,-1.26,0.08,-0.26,0.03,-0.11,-0.17
73404,-1.36,-0.13,0.05,0.13,-0.00,0.04
73405,-1.26,-0.02,-0.05,0.13,-0.11,-0.07
73406,-1.26,-0.02,-0.36,0.03,0.10,0.04
73407,-1.16,-0.02,0.05,-0.08,-0.11,-0.17
73408,-1.26,-0.02,-0.05,0.03,-0.00,0.04
73409,-1.16,-0.02,-0.16,-0.08,-0.00,-0.07
73410,-1.05,-0.13,0.05,-0.08,-0.21,-0.07
73411,-1.36,-0.13,0.05,0.03,-0.00,-0.17
73412,-1.26,-0.02,-0.16,-0.18,-0.21,-0.28
73413,-1.16,-0.13,-0.16,0.03,-0.21,-0.07
73414,-1.26,-0.02,0.16,-0.08,-0.00,0.04
73415,-1.36,-0.02,-0.26,0.03,-0.00,-0.17
73416,-1.16,-0.23,-0.16,0.03,-0.00,-0.07
73417,-1.36,0.08,0.26,0.03,-0.21,0.04
73418,-1.26,-0.02,-0.36,0.03,-0.00,0.04
73419,-1.26,-0.23,-0.05,0.03,-0.00,0.04
73420,-1.26,-0.23,-0.05,0.03,-0.00,0.04
73421,-0.95,0.08,-0.26,0.03,-0.11,-0.17
73422,-1.36,-0.13,0.05,0.03,-0.11,-0.17
73423,-1.26,-0.02,0.05,0.13,-0.11,0.04
73424,-1.05,-0.02,-0.26,-0.08,-0.11,-0.07
73425,-1.47,-0.02,-0.05,0.03,-0.11,-0.17
73426,-1.16,0.08,0.05,-0.08,-0.21,-0.17
73427,-1.05,-0.02,-0.16,-0.08,-0.11,-0.17
73428,-1.57,-0.02,-0.05,0.03,-0.11,0.04
73429,-1.26,0.08,0.16,-0.08,-0.21,-0.07
73430,-0.84,-0.13,-0.26,0.03,-0.21,-0.07
73431,-1.57,0.08,-0.16,0.13,-0.11,0.04
73432,-1.05,-0.13,0.26,0.03,-0.21,-0.17
73433,-1.05,-0.02,-0.16,0.03,-0.11,-0.17
73434,-1.47,0.19,-0.16,-0.08,-0.21,-0.17
73435,-0.95,-0.13,0.26,-0.08,-0.21,-0.07
