time_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw
10536,-1.26,-0.02,-0.05,-0.08,-0.21,-0.17
10537,-1.16,-0.02,0.05,0.03,-0.00,0.04
10538,-1.36,-0.02,-0.05,0.13,-0.11,0.04
10539,-1.26,-0.02,-0.05,0.03,-0.11,0.04
10540,-1.26,-0.02,-0.05,0.13,-0.11,-0.07
10541,-1.26,0.08,0.05,0.03,-0.00,0.04
10542,-1.16,-0.13,-0.05,0.03,-0.00,0.04
10543,-1.36,-0.13,-0.05,0.03,-0.11,-0.07
10544,-1.26,-0.02,-0.05,-0.08,-0.11,-0.17
10545,-1.16,0.08,-0.05,0.03,-0.11,-0.07
10546,-1.26,-0.02,-0.05,0.03,-0.00,0.04
10547,-1.26,-0.02,0.05,0.03,-0.11,-0.07
10548,-1.26,-0.02,-0.05,0.03,-0.00,0.04
10549,-1.36,-0.02,-0.05,0.13,-0.00,0.04
10550,-1.16,-0.02,-0.05,0.03,-0.00,0.04
10551,-1.26,-0.13,-0.05,0.03,-0.00,0.04
10552,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
10553,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10554,-1.26,-0.02,-0.05,0.03,-0.00,-0.07
10555,-1.26,-0.02,-0.05,0.13,-0.11,0.04
10556,-1.16,0.08,-0.05,-0.08,-0.11,-0.17
10557,-1.26,-0.02,-0.05,0.13,-0.00,0.04
10558,-1.26,-0.02,-0.05,0.13,-0.11,-0.07
10559,-1.16,-0.13,0.05,0.03,-0.11,-0.07
10560,-1.16,-0.13,-0.05,0.13,-0.11,0.04
10561,-1.16,-0.02,-0.05,0.13,-0.00,-0.07
10562,-1.26,-0.02,-0.16,0.03,-0.11,-0.07
10563,-1.36,-0.13,-0.05,0.03,0.10,0.04
10564,-1.16,-0.02,0.05,0.03,-0.11,-0.17
10565,-1.26,-0.13,-0.05,0.13,0.10,0.04
10566,-1.16,-0.02,0.05,0.03,-0.11,-0.07
10567,-1.36,-0.13,-0.05,0.03,-0.00,-0.07
10568,-1.36,-0.13,-0.05,0.03,-0.21,-0.17
10569,-1.05,0.08,0.05,0.03,-0.11,-0.07
10570,-1.16,-0.02,-0.05,0.03,-0.11,-0.07
10571,-1.16,-0.13,0.05,0.13,-0.11,0.04
10572,-1.26,-0.02,0.05,-0.08,-0.11,-0.07
10573,-1.26,-0.13,-0.05,0.23,0.10,0.04
10574,-1.26,-0.02,-0.05,0.13,-0.11,-0.07
10575,-1.16,0.08,-0.05,0.13,-0.11,0.04
10576,-1.26,-0.02,-0.05,-0.08,-0.11,0.04
10577,-1.16,-0.02,-0.05,0.03,-0.11,0.04
10578,-1.36,-0.02,-0.16,0.03,0.10,-0.07
10579,-1.16,-0.02,-0.05,0.03,-0.00,-0.17
10580,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
10581,-1.16,0.08,-0.05,0.03,-0.00,-0.07
10582,-1.26,-0.02,-0.05,0.03,-0.00,0.04
10583,-1.26,-0.02,0.05,-0.08,-0.11,-0.07
10584,-1.26,-0.02,-0.05,-0.18,-0.11,-0.07
10585,-1.26,-0.02,-0.16,-0.08,-0.00,-0.07
10586,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10587,-1.26,-0.13,-0.05,0.03,-0.11,-0.07
10588,-1.26,-0.02,-0.05,-0.08,-0.21,-0.07
10589,-1.26,-0.02,-0.05,0.13,-0.11,-0.07
10590,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
10591,-1.16,0.08,0.05,0.03,-0.00,0.04
10592,-1.16,-0.02,0.05,0.13,-0.21,0.04
10593,-1.26,-0.13,-0.05,0.03,-0.11,0.14
10594,-1.16,-0.02,-0.05,0.03,-0.21,-0.28
10595,-1.26,-0.13,-0.05,-0.08,-0.00,-0.07
10596,-1.26,-0.13,-0.05,0.03,-0.00,0.14
10597,-1.26,-0.02,-0.05,0.03,-0.11,-0.17
10598,-1.26,-0.02,-0.05,-0.08,-0.00,-0.07
10599,-1.16,-0.02,-0.05,0.03,-0.21,0.04
10600,-1.26,0.08,-0.05,0.03,0.10,0.14
10601,-1.26,-0.13,-0.05,0.03,-0.11,0.04
10602,-1.16,-0.02,-0.05,0.03,-0.11,-0.07
10603,-1.26,-0.02,-0.05,0.03,-0.00,-0.07
10604,-1.26,-0.02,0.05,0.03,0.10,-0.07
10605,-1.16,-0.02,-0.05,0.03,-0.11,-0.07
10606,-1.16,-0.02,-0.05,0.13,-0.00,0.04
10607,-1.16,0.08,-0.05,0.03,-0.00,-0.07
10608,-1.26,-0.02,-0.05,0.03,-0.00,-0.07
10609,-1.36,-0.02,-0.05,0.03,-0.21,-0.07
10610,-1.26,-0.02,-0.05,0.03,-0.00,0.04
10611,-1.26,-0.13,-0.05,0.03,-0.00,-0.07
10612,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10613,-1.26,-0.02,-0.05,-0.08,-0.21,-0.07
10614,-1.16,-0.02,-0.05,0.03,-0.00,-0.07
10615,-1.16,-0.02,-0.05,0.03,-0.11,0.04
10616,-1.36,-0.13,0.05,0.13,-0.00,0.14
10617,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
10618,-1.16,0.08,0.05,0.13,-0.00,0.04
10619,-1.16,0.08,-0.05,0.03,-0.11,-0.07
10620,-1.36,-0.02,-0.05,0.13,-0.00,0.04
10621,-1.26,0.08,-0.05,0.03,0.10,0.04
10622,-1.16,-0.02,-0.05,-0.08,-0.00,0.04
10623,-1.26,-0.02,-0.05,0.03,-0.00,0.14
10624,-1.26,-0.02,-0.05,0.13,-0.00,0.04
10625,-1.16,-0.02,-0.05,-0.08,-0.11,-0.17
10626,-1.16,-0.02,-0.05,0.13,-0.00,0.04
10627,-1.26,-0.13,-0.05,0.13,-0.00,0.04
10628,-1.26,-0.02,-0.05,0.03,-0.00,0.14
10629,-1.26,-0.02,-0.05,0.13,-0.00,0.04
10630,-1.26,-0.02,-0.05,0.03,-0.00,0.04
10631,-1.16,0.08,-0.05,0.03,-0.00,0.04
10632,-1.16,0.08,0.05,0.03,-0.00,0.04
10633,-1.36,-0.02,-0.05,0.03,-0.00,0.04
10634,-1.26,-0.02,-0.05,0.03,-0.00,0.04
10635,-1.26,-0.02,-0.05,0.13,-0.00,-0.07
10636,-1.16,-0.02,-0.05,0.13,-0.11,0.04
10637,-1.05,-0.13,0.05,0.03,-0.00,0.04
10638,-1.16,-0.02,0.05,-0.08,-0.00,-0.07
10639,-1.36,-0.02,-0.05,-0.08,-0.11,-0.07
10640,-1.26,-0.02,-0.05,0.03,-0.00,-0.07
10641,-1.16,-0.02,0.05,0.03,-0.00,-0.07
10642,-1.26,-0.13,-0.05,-0.08,-0.00,0.04
10643,-1.16,-0.02,-0.05,0.13,-0.00,-0.07
10644,-1.16,0.08,-0.05,0.13,-0.11,-0.07
10645,-1.16,-0.02,-0.05,0.03,-0.11,-0.07
10646,-1.26,-0.02,0.05,0.03,-0.00,-0.07
10647,-1.26,-0.02,0.05,0.03,-0.11,-0.07
10648,-1.16,-0.02,-0.05,0.03,-0.11,-0.07
10649,-1.26,-0.13,0.05,-0.08,-0.00,0.04
10650,-1.16,-0.02,-0.05,0.03,-0.11,-0.07
10651,-1.36,-0.02,-0.05,0.03,0.21,-0.07
10652,-1.26,-0.13,-0.05,0.03,-0.11,-0.07
10653,-1.26,0.08,-0.05,0.13,-0.00,-0.07
10654,-1.16,-0.02,-0.05,0.13,-0.00,0.04
10655,-1.36,-0.02,0.05,0.03,-0.11,-0.07
10656,-1.36,0.08,-0.05,0.03,-0.11,-0.07
10657,-1.16,-0.13,-0.05,-0.08,-0.11,-0.17
10658,-1.26,-0.02,0.05,0.03,-0.11,0.04
10659,-1.16,-0.13,0.05,-0.08,-0.11,-0.17
10660,-1.26,-0.02,-0.05,0.03,-0.11,0.14
10661,-1.26,-0.02,-0.05,0.03,-0.00,0.04
10662,-1.16,0.08,0.05,-0.08,-0.00,-0.07
10663,-1.26,0.08,-0.05,0.23,-0.00,0.04
10664,-1.36,-0.13,-0.05,0.03,-0.11,-0.07
10665,-1.16,0.08,-0.05,0.03,-0.11,-0.07
10666,-1.26,-0.13,-0.05,0.03,-0.11,-0.07
10667,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10668,-1.26,-0.13,-0.05,0.13,-0.00,0.04
10669,-1.26,0.08,-0.05,0.13,-0.00,-0.07
10670,-1.26,-0.13,-0.05,0.03,-0.00,0.14
10671,-1.36,-0.02,-0.05,0.03,-0.11,-0.07
10672,-1.16,-0.02,-0.05,-0.08,-0.11,-0.07
10673,-1.16,-0.02,-0.05,-0.08,-0.00,-0.07
10674,-1.26,-0.02,-0.05,0.03,-0.11,0.04
10675,-1.26,-0.13,0.05,-0.08,-0.11,0.04
10676,-1.16,-0.02,-0.05,-0.08,-0.11,-0.17
10677,-1.26,0.08,-0.05,0.03,0.10,0.04
10678,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10679,-1.26,-0.13,-0.05,0.03,-0.11,-0.07
10680,-1.16,0.08,-0.05,-0.08,-0.21,0.04
10681,-1.26,0.08,-0.05,-0.08,-0.21,-0.07
10682,-1.26,-0.02,-0.05,0.13,-0.00,-0.07
10683,-1.26,-0.02,-0.05,0.03,-0.11,0.04
10684,-1.26,0.08,0.05,-0.08,-0.11,0.04
10685,-1.26,0.08,-0.05,-0.08,-0.11,-0.07
10686,-1.26,-0.13,-0.05,0.03,-0.11,-0.07
10687,-1.26,-0.02,-0.05,0.03,-0.00,-0.07
10688,-1.16,0.08,-0.05,-0.08,-0.21,-0.07
10689,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10690,-1.26,-0.02,-0.05,-0.08,-0.00,-0.07
10691,-1.16,0.08,-0.05,0.03,-0.00,-0.07
10692,-1.16,-0.02,-0.05,-0.08,-0.21,-0.07
10693,-1.26,-0.02,-0.05,0.03,-0.21,-0.07
10694,-1.26,-0.02,-0.05,0.03,-0.00,-0.07
10695,-1.26,0.08,-0.05,-0.08,-0.31,-0.17
10696,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10697,-1.26,-0.02,-0.05,0.13,-0.00,0.04
10698,-1.16,-0.02,-0.05,0.03,-0.11,-0.17
10699,-1.26,0.08,-0.05,0.03,-0.11,-0.07
10700,-1.36,-0.13,-0.05,0.13,-0.11,0.04
10701,-1.26,0.08,-0.05,0.03,-0.11,-0.07
10702,-1.16,0.08,-0.05,0.03,-0.00,0.04
10703,-1.16,-0.02,-0.05,0.03,-0.11,0.04
10704,-1.16,-0.02,0.05,0.03,-0.11,-0.07
10705,-1.26,-0.02,-0.16,-0.08,0.10,-0.07
10706,-1.26,-0.13,-0.05,0.13,-0.00,-0.07
10707,-1.16,-0.02,-0.05,0.03,-0.11,-0.07
10708,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
10709,-1.26,0.08,-0.05,0.03,-0.00,-0.07
10710,-1.26,-0.02,0.05,0.03,0.10,-0.07
