time_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw
9821,-1.26,-0.02,-0.05,0.03,-0.11,-0.17
9822,-1.26,-0.13,-0.05,0.03,0.10,-0.07
9823,-1.26,-0.13,-0.16,0.13,-0.11,-0.07
9824,-1.26,-0.13,-0.05,0.13,-0.11,-0.07
9825,-1.36,-0.02,-0.05,0.03,-0.00,-0.07
9826,-1.26,0.08,-0.16,-0.18,-0.11,-0.07
9827,-1.16,-0.13,-0.05,0.13,-0.00,-0.07
9828,-1.26,-0.02,-0.05,0.13,-0.00,0.04
9829,-1.16,-0.02,-0.05,0.03,-0.11,-0.07
9830,-1.36,-0.02,-0.05,0.13,-0.11,-0.07
9831,-1.26,-0.02,-0.05,0.03,-0.21,-0.17
9832,-1.26,-0.02,-0.16,0.13,-0.00,0.04
9833,-1.16,-0.02,-0.05,0.13,-0.11,-0.07
9834,-1.16,-0.02,-0.05,0.03,-0.11,-0.07
9835,-1.26,-0.02,-0.05,0.03,-0.00,-0.07
9836,-1.26,-0.13,0.05,0.03,-0.11,0.04
9837,-1.26,-0.02,-0.05,0.03,-0.21,0.04
9838,-1.26,-0.02,-0.05,0.03,-0.11,-0.17
9839,-1.16,0.08,-0.05,0.13,-0.11,0.04
9840,-1.26,-0.13,-0.05,0.03,-0.00,0.04
9841,-1.26,-0.02,-0.16,0.03,-0.11,-0.07
9842,-1.26,-0.02,0.05,0.13,-0.00,-0.07
9843,-1.26,0.08,-0.16,0.03,-0.00,0.14
9844,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
9845,-1.16,-0.02,-0.05,0.13,-0.11,0.04
9846,-1.26,-0.13,-0.05,0.03,-0.00,-0.07
9847,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
9848,-1.16,-0.02,-0.05,0.03,-0.00,-0.07
9849,-1.26,-0.02,-0.05,0.03,-0.00,-0.07
9850,-1.16,0.08,-0.16,0.03,-0.00,-0.07
9851,-1.36,-0.02,-0.05,0.03,-0.11,-0.07
9852,-1.26,-0.02,-0.05,-0.08,-0.00,0.04
9853,-1.26,-0.02,-0.05,-0.08,-0.11,-0.17
9854,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
9855,-1.36,-0.13,-0.05,0.03,-0.11,0.04
9856,-1.26,-0.02,-0.16,0.03,-0.00,0.14
9857,-1.26,-0.02,-0.05,-0.08,-0.00,-0.07
9858,-1.16,0.08,-0.05,0.03,-0.00,0.04
9859,-1.26,-0.02,-0.05,0.03,-0.00,-0.07
9860,-1.26,-0.02,0.05,0.03,-0.11,0.04
9861,-1.26,-0.02,-0.05,0.03,-0.00,-0.07
9862,-1.16,0.08,-0.05,0.03,-0.11,-0.07
9863,-1.26,-0.02,-0.05,0.03,-0.00,0.04
9864,-1.26,-0.13,-0.05,0.03,-0.00,0.04
9865,-1.26,-0.02,-0.05,0.03,-0.11,0.04
9866,-1.16,-0.02,0.05,-0.08,-0.00,-0.17
9867,-1.26,-0.02,-0.05,0.03,-0.00,0.04
9868,-1.26,-0.02,-0.05,0.03,-0.11,0.14
