time_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw
8541,-1.26,0.08,-0.05,-0.08,-0.00,-0.17
8542,-1.26,0.08,-0.05,-0.08,-0.11,-0.17
8543,-1.47,-0.02,-0.05,0.13,0.10,-0.07
8544,-1.36,-0.13,-0.16,0.03,-0.00,0.04
8545,-1.26,-0.13,-0.05,0.03,-0.00,0.04
8546,-1.26,-0.02,-0.05,-0.08,-0.21,-0.28
8547,-1.05,0.08,0.05,-0.08,-0.21,-0.17
8548,-1.26,-0.02,-0.05,0.03,-0.00,0.04
8549,-1.16,-0.02,-0.05,0.03,-0.11,-0.07
8550,-1.16,-0.02,-0.05,-0.08,-0.00,-0.17
8551,-1.26,-0.02,-0.05,-0.08,-0.00,0.14
8552,-1.26,-0.13,-0.05,-0.08,-0.11,0.04
8553,-1.26,0.08,0.05,-0.08,-0.11,-0.17
8554,-1.16,0.08,0.05,-0.18,-0.21,-0.17
8555,-1.16,0.08,-0.05,0.03,-0.21,-0.07
8556,-1.26,-0.13,-0.05,0.03,-0.11,-0.07
8557,-1.16,-0.02,-0.05,0.03,-0.11,-0.17
8558,-1.16,-0.02,0.05,-0.08,-0.11,-0.17
8559,-1.26,-0.13,-0.16,0.03,-0.11,0.04
8560,-1.36,-0.13,-0.05,0.13,-0.00,-0.07
8561,-1.36,-0.13,-0.16,0.13,0.10,0.04
8562,-1.26,-0.02,-0.05,0.03,-0.00,-0.07
8563,-1.26,-0.02,-0.05,0.03,-0.21,-0.17
8564,-1.16,-0.02,-0.05,0.03,-0.11,-0.07
8565,-1.26,-0.02,-0.05,0.13,-0.11,-0.17
8566,-1.26,-0.13,0.05,0.03,-0.11,-0.07
8567,-1.26,-0.02,-0.05,-0.08,-0.00,-0.07
8568,-1.16,-0.02,-0.05,-0.08,-0.11,-0.17
8569,-1.16,-0.02,-0.05,0.13,-0.21,0.04
8570,-1.16,-0.13,-0.05,0.13,-0.11,-0.07
8571,-1.26,-0.13,-0.05,0.13,-0.00,-0.07
8572,-1.16,0.08,-0.05,-0.08,-0.11,-0.07
